WARNING:tensorflow:From /home/lixiang/miniconda3_old/envs/data_diet/lib/python3.7/site-packages/tensorflow_datasets/core/dataset_builder.py:622: get_single_element (from tensorflow.python.data.experimental.ops.get_single_element) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.Dataset.get_single_element()`.
load cifar100... 14s
get train state... 13s
train args:
{
    "data_dir": "/home/lixiang/baseline/data_diet/data",
    "dataset": "cifar100",
    "subset": null,
    "subset_size": null,
    "scores_path": null,
    "subset_offset": null,
    "random_subset_seed": null,
    "model": "resnet18_lowres",
    "model_seed": 210,
    "load_dir": null,
    "ckpt": 0,
    "lr": 0.1,
    "beta": 0.9,
    "weight_decay": 0.0005,
    "nesterov": true,
    "lr_vitaly": false,
    "decay_factor": 0.2,
    "decay_steps": [
        93780,
        187560,
        250080
    ],
    "num_steps": 312600,
    "train_seed": 210,
    "train_batch_size": 32,
    "test_batch_size": 128,
    "augment": true,
    "track_forgetting": true,
    "save_dir": "/home/lixiang/baseline/data_diet/exps/formal_cifar100_seed42_E200_b32_k6/run_4",
    "log_steps": 1563,
    "early_step": 0,
    "early_save_steps": null,
    "save_steps": 1563,
    "image_shape": [
        32,
        32,
        3
    ],
    "num_classes": 100,
    "num_train_examples": 50000,
    "num_test_examples": 10000,
    "steps_per_epoch": 1562,
    "steps_per_test": 79,
    "random_label_fraction": 0,
    "num_params": 11220132
}
Save args to /home/lixiang/baseline/data_diet/exps/formal_cifar100_seed42_E200_b32_k6/run_4/args.json
train net...
  0.00% | time:  30.0s (  0.5m) | step:      0 | lr:   init | train acc:  init | test acc: 0.008
  0.50% | time: 117.2s (  2.5m) | step:   1563 | lr: 0.1000 | train acc: 0.031 | test acc: 0.123
  1.00% | time:  88.1s (  3.9m) | step:   3126 | lr: 0.1000 | train acc: 0.250 | test acc: 0.208
  1.50% | time:  97.8s (  5.6m) | step:   4689 | lr: 0.1000 | train acc: 0.406 | test acc: 0.301
  2.00% | time:  97.1s (  7.2m) | step:   6252 | lr: 0.1000 | train acc: 0.344 | test acc: 0.355
  2.50% | time:  97.6s (  8.8m) | step:   7815 | lr: 0.1000 | train acc: 0.344 | test acc: 0.380
  3.00% | time:  99.6s ( 10.5m) | step:   9378 | lr: 0.1000 | train acc: 0.500 | test acc: 0.365
  3.50% | time:  88.8s ( 11.9m) | step:  10941 | lr: 0.1000 | train acc: 0.531 | test acc: 0.422
  4.00% | time:  98.1s ( 13.6m) | step:  12504 | lr: 0.1000 | train acc: 0.469 | test acc: 0.401
  4.50% | time:  99.5s ( 15.2m) | step:  14067 | lr: 0.1000 | train acc: 0.500 | test acc: 0.454
  5.00% | time:  97.7s ( 16.9m) | step:  15630 | lr: 0.1000 | train acc: 0.406 | test acc: 0.434
  5.50% | time:  97.3s ( 18.5m) | step:  17193 | lr: 0.1000 | train acc: 0.469 | test acc: 0.432
  6.00% | time:  86.5s ( 19.9m) | step:  18756 | lr: 0.1000 | train acc: 0.531 | test acc: 0.454
  6.50% | time:  98.4s ( 21.6m) | step:  20319 | lr: 0.1000 | train acc: 0.438 | test acc: 0.433
  7.00% | time:  98.5s ( 23.2m) | step:  21882 | lr: 0.1000 | train acc: 0.469 | test acc: 0.450
